sample_id,price
100179,11.326388
245611,14.21756
146263,18.863298
95658,3.5578153
36806,23.9804
148239,4.8168874
92659,6.8071623
3780,10.332806
196940,31.044456
20472,8.267014
121721,14.99259
127336,2.3746452
20801,62.569237
30103,10.903791
68691,24.97343
230703,27.851662
3342,24.17573
115635,11.239095
221565,11.338523
265927,12.1719675
290421,13.886708
222203,7.5440984
40595,11.881395
157931,17.732803
41814,11.210135
250478,57.010147
130232,5.842876
155825,23.05566
42104,7.792021
148748,50.468376
247548,31.261246
262167,24.539215
100183,22.270012
168985,1.609529
18411,74.092545
111287,14.745354
156813,5.129661
194861,3.204928
104298,24.31496
59033,4.73136
31133,68.8789
299318,5.087104
255038,7.4879603
220578,75.69438
38995,13.07709
253068,13.409153
282143,13.934362
226531,19.798203
233215,109.118774
33295,11.620644
198185,35.375473
238324,1.0952907
121672,38.50315
21434,18.467566
61747,13.779941
270417,15.274907
105202,10.745271
202880,14.023559
79564,13.757434
251317,5.940669
205434,9.249332
15315,9.500772
276163,29.892601
245021,35.970757
25664,41.557327
90451,12.403288
5215,10.630119
68223,32.802887
135447,27.42826
58777,85.21452
73979,23.404701
173699,9.211051
201120,8.543733
64448,11.172039
243239,30.001165
280496,8.083419
293812,6.9184937
35203,3.7094557
31858,34.730007
162188,4.1933064
193450,12.488024
34991,11.663528
232133,13.274635
294874,2.3462265
160416,23.740103
104466,17.373816
284624,1.7226055
19742,72.64409
87611,59.992165
227957,174.15009
68427,9.7521515
204601,12.554871
107223,6.5798516
237588,60.167267
1313,6.064664
196900,5.991265
22107,24.08101
73030,9.826624
181909,36.172546
23045,21.996002
142744,198.96187
169122,11.930738
239815,30.832024
41952,14.900302
227911,7.356658
31484,12.135861
252567,2.9123628
225977,19.78036
48243,15.450085
201046,38.429283
161001,169.78918
292827,15.734157
159584,8.575625
281316,15.079332
224188,4.101137
281823,13.662804
214851,28.434223
67570,33.288567
102740,15.211078
11978,45.313187
289925,12.6061945
40458,5.270568
278700,36.9155
38662,35.83013
99886,9.192461
172816,6.343291
275563,6.6516
26172,6.193074
277062,2.3300853
82592,10.988096
266300,8.486385
202617,73.23747
234007,33.348454
78684,12.494578
42824,8.42254
128386,14.304685
252965,13.989265
277363,6.677724
54646,17.676083
149645,32.341824
206564,23.62276
29321,11.91982
193776,5.89604
60214,45.574036
133606,14.793569
95844,27.018066
75072,5.3412504
71643,20.66822
297677,7.627645
298180,19.952866
267622,8.00235
129731,21.695591
72776,14.736117
286221,8.063941
93467,2.7868874
173148,26.059631
143720,105.83042
52592,18.56807
225085,20.035505
213670,6.781009
142420,52.440216
1008,4.06407
128631,42.441883
44224,5.8145604
16363,42.121567
64551,33.377487
217996,47.940823
262406,2.7373855
165161,17.935734
238864,36.44972
227930,27.720575
77202,6.2157345
193685,13.054863
114683,19.592897
197108,31.105207
200477,3.315897
144035,27.128107
281994,8.747322
63221,71.75311
269260,18.600395
284873,8.375329
94407,33.18702
243579,32.970394
51262,23.257322
115285,10.388039
247763,15.4258375
298054,15.379988
275947,8.312124
33858,12.425598
189285,279.03308
62318,55.326313
93113,3.172805
155548,3.8688364
220244,48.051918
22363,6.4780793
295868,4.633242
212510,123.71614
232238,12.529497
269310,17.99466
134611,8.429547
154663,17.369535
248314,10.508554
59089,31.205507
37902,10.595037
247147,37.707993
80803,23.305622
121057,39.656662
30163,5.432559
154861,10.381752
41265,6.322903
160502,25.62239
290401,13.086269
62782,16.596706
151651,6.640937
226249,18.21256
48224,21.59547
146944,74.056564
3438,15.99459
161259,84.77142
47173,32.854828
25800,8.38151
50001,53.48737
290756,11.760583
181986,37.242577
10843,11.207822
190551,3.173934
85154,8.270403
134653,4.031163
229643,7.343453
95464,5.267372
54059,20.476845
115479,4.063631
97906,24.017233
127371,7.9243026
24362,9.800585
118312,10.454344
22583,16.132614
19732,54.3858
212955,7.4674973
21886,6.942802
224325,23.432426
203894,2.005527
191752,12.583506
286196,8.627104
248824,13.913871
43717,31.382734
262589,8.562302
140499,21.582039
242880,19.534496
201240,5.030804
89117,5.7651386
298713,10.752562
271738,13.82785
38576,12.411285
950,7.574758
79433,6.7213845
66341,13.19172
55422,7.580515
182312,3.874246
866,18.24762
162209,2.157161
287083,20.819176
265459,2.8756511
296124,26.297558
15509,9.834133
112466,28.0636
101382,24.977066
282568,49.998566
92557,3.197998
283523,8.635098
168873,14.668207
223932,16.780525
199772,7.1762257
33589,9.810736
235524,31.400766
100593,21.054188
295833,6.785808
194828,6.4296775
173679,10.636144
84443,13.922415
19827,51.37406
159217,10.097771
200101,3.7882252
40815,21.173454
106079,14.491675
287913,38.430714
286246,43.673553
230574,4.587103
73645,119.40162
56580,59.727097
185057,8.51185
110193,17.331415
265456,5.6591268
272119,16.9915
73684,25.429708
84917,5.4079943
254051,4.9726515
213640,3.7831163
5941,9.3057
192025,138.91489
295491,9.807416
14394,19.481323
219359,42.514416
292038,13.7103405
236046,24.71154
219569,20.716312
251251,17.486633
193520,4.6084843
153393,11.320156
112673,6.0920343
66961,12.636009
59610,19.233294
187539,22.350296
196138,79.32878
27796,3.068183
192821,44.619972
217441,14.01539
106554,21.153374
203432,5.562381
73634,118.38424
53665,2.6975303
226789,12.786527
46549,14.443049
234314,39.00843
112654,12.422459
239127,7.8426886
93245,11.993827
207744,10.916485
17530,4.1422215
221997,43.623333
45669,3.428289
166053,15.783635
270552,20.157925
183394,28.526869
7286,105.856964
111584,12.166636
168394,16.523157
294463,9.726125
18251,63.322712
203229,53.269108
2599,28.498209
154170,8.829993
213714,7.1097608
11554,6.5178924
262927,8.262298
156465,10.183718
53995,60.20496
129260,48.75859
281072,13.489662
29191,17.232868
246389,26.932766
102936,7.445626
63126,28.070004
21235,68.293686
176587,16.455473
111728,15.794114
140389,3.637218
224260,14.221232
95308,20.605965
149658,12.037756
97804,2.2788484
174598,10.009071
19672,79.85318
216342,3.9756217
281952,12.750165
53666,38.651455
258593,15.313701
33650,54.27433
43438,9.378375
148107,34.562805
98687,22.804506
213206,3.2616482
245479,32.063297
236509,26.358635
251785,13.910373
20793,40.692955
64682,14.862948
150402,18.966787
131447,11.121882
47344,21.600088
56390,10.10381
28935,11.022841
276468,8.566851
129644,23.673899
129059,59.44245
161246,66.57691
147844,48.994343
143756,26.719065
103131,15.4779625
286238,27.43245
8708,28.581568
241039,9.127785
89737,9.919385
147371,46.281063
68808,5.3064423
89225,15.311842
184365,11.514511
109431,23.0316
77529,26.239632
252679,72.91231
74699,6.730075
225191,12.895584
47314,18.25692
190037,32.53254
283484,5.289828
4624,10.505252
37365,5.0787125
150520,11.248024
160793,27.012476
288758,6.155745
70721,6.6469965
153130,9.441218
253230,12.362488
11371,15.116953
134200,4.5309935
46636,4.571669
255775,38.697395
134099,18.880558
132998,16.214334
245102,35.24329
106588,17.072523
40475,7.026185
35737,12.857511
75488,7.0537705
243789,21.84441
93502,19.68044
233628,11.857315
86958,22.135542
98928,15.806851
215242,57.372864
264446,7.583965
199345,11.896557
153369,14.238389
242403,20.70952
195633,45.49617
253943,14.753322
210835,15.056503
203602,9.714336
24911,54.72063
82198,6.627015
222247,41.19232
192793,28.837288
104529,4.6042757
31090,11.437344
11109,4.062405
125529,12.439552
120658,16.313961
235470,46.271233
216872,18.331865
1366,95.39816
133729,18.08534
139689,24.948364
279258,9.454201
97282,3.3171334
288383,9.396374
116389,10.617846
173568,33.12099
262785,1.5719368
92633,12.493639
219247,16.200924
254679,16.750418
68759,40.619568
114484,28.438393
77864,43.90544
264420,11.963959
68473,29.235771
284648,3.1328077
33357,3.287329
103968,52.607758
49470,10.052955
28890,11.226758
200182,23.074966
104436,55.53391
88704,4.698839
49343,11.65515
146051,23.206955
75411,10.126993
81149,13.296512
290573,81.382935
151498,16.644129
291639,12.814903
56972,10.7054
70534,19.542442
182536,8.378229
254227,12.519369
133565,11.61236
86422,2.5134099
198654,20.386066
224439,8.831245
122263,8.422998
246957,7.202344
228792,52.791965
151419,35.991028
180019,7.9407372
269000,19.695549
126116,5.7579536
72182,20.46065
50911,19.801655
22336,2.7327754
85561,29.951603
248192,7.1500583
93970,7.6318607
213816,10.870417
16889,13.422055
15442,7.754095
203089,10.969761
279417,33.806675
193127,4.804046
198525,30.923143
219538,40.03665
90945,22.825117
254383,19.661186
115404,14.191862
96786,2.7477684
259493,34.631973
173435,23.781504
73281,7.670266
199003,25.311577
238125,63.072735
230530,12.112813
27633,3.6853528
92118,8.517238
212816,21.82142
89159,4.172861
131701,9.87585
34332,25.13424
78208,14.793146
130144,48.375572
181900,7.0592065
147260,93.40253
21298,12.862936
78630,16.404259
145463,15.314494
181331,4.386188
68026,20.356136
107328,8.532025
12930,23.598328
255057,15.445775
273075,16.136507
41615,11.182689
87308,32.807125
5700,3.505571
171022,24.766985
95699,18.18913
7807,39.956238
14094,10.188119
220034,197.56032
188365,5.6495876
294134,9.35883
289489,11.857223
29363,8.72529
142340,28.392483
159952,3.2495875
239851,50.810432
86371,14.712821
181699,7.779777
95608,3.563381
167151,22.094385
203800,16.967539
260961,7.835677
561,32.917263
219613,12.142669
298494,14.228964
118689,25.707153
270488,11.03007
153189,2.9660912
258769,13.509212
135071,10.689733
269187,5.0258904
66891,7.8574057
237849,15.994776
213497,148.79938
96083,7.078288
209195,3.4092834
258460,29.45524
102916,2.9526927
11926,24.355618
84021,3.0702581
160011,18.017946
192787,17.43427
186032,11.890534
269038,15.002888
210521,19.110546
259077,10.417442
245588,28.663862
61349,29.375763
2440,53.536003
93741,9.861714
126159,11.474412
108584,12.638149
138883,10.062322
100547,10.752022
114363,19.973293
19186,39.1481
58644,26.236086
143305,16.72209
248939,26.756258
155123,15.148277
260415,2.6849155
58579,38.02073
261276,17.816517
178859,17.093943
157472,277.88867
6061,24.942215
212250,7.769114
242470,14.402091
284155,4.433806
159980,17.507908
187478,13.491538
275879,4.012193
206880,8.611698
99207,28.990854
271559,2.8585455
206246,17.071548
250007,16.502764
116474,8.408438
